date,chemical,ccg_name,ccg_ods,total_list_size,items,actual_cost
2021-05-01,Apixaban,NHS North Central London CCG,93C,1701286,10566,461202.3
2021-05-01,Apixaban,NHS East Sussex CCG,97R,563212,7367,389024.1
2021-05-01,Apixaban,NHS Liverpool CCG,99A,555900,4944,233576.59
2021-05-01,Apixaban,NHS North Tyneside CCG,99C,223341,3510,127000.08
2021-05-01,Apixaban,NHS Basildon and Brentwood CCG,99E,284323,2352,140386.45
2021-05-01,Apixaban,NHS Castle Point and Rochford CCG,99F,185526,1674,102203.34
2021-05-01,Apixaban,NHS Southend CCG,99G,189939,1425,83576.18
2021-05-01,Apixaban,NHS North East London CCG,A3A8R,2289074,12374,471751.66
2021-05-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,1029224,8564,416184
2021-05-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1492067,10730,529488.09
2021-05-01,Apixaban,NHS Frimley CCG,D4U1Y,804244,6568,351065.72
2021-05-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1673852,15115,873531.4
2021-05-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1054288,7130,372877.12
2021-05-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,513139,6233,337128.92
2021-05-01,Apixaban,NHS North West London CCG,W2U3Z,2672616,21464,801741.27
2021-05-01,Apixaban,NHS Kirklees CCG,X2C4Y,447769,5195,200306.15
2021-06-01,Apixaban,NHS Northumberland CCG,00L,331626,6375,255840.83
2021-06-01,Apixaban,NHS South Tyneside CCG,00N,158615,3210,105314.11
2021-06-01,Apixaban,NHS Sunderland CCG,00P,284451,7007,223857.21
2021-06-01,Apixaban,NHS Blackburn with Darwen CCG,00Q,179871,1008,52724.74
2021-06-01,Apixaban,NHS Blackpool CCG,00R,175041,2274,101953.2
2021-06-01,Apixaban,NHS Bolton CCG,00T,317644,4194,212692.93
2021-06-01,Apixaban,NHS Bury CCG,00V,207900,2818,153135.03
2021-06-01,Apixaban,NHS Chorley and South Ribble CCG,00X,187281,2228,120220.99
2021-06-01,Apixaban,NHS Oldham CCG,00Y,260798,2846,140104.5
2021-06-01,Apixaban,NHS East Lancashire CCG,01A,392055,2932,143853.22
2021-06-01,Apixaban,"NHS Heywood, Middleton and Rochdale CCG",01D,240255,2836,151712.74
2021-06-01,Apixaban,NHS Greater Preston CCG,01E,217616,2552,111154.07
2021-06-01,Apixaban,NHS Halton CCG,01F,134327,2065,111073.28
2021-06-01,Apixaban,NHS Salford CCG,01G,290797,3288,123411.13
2021-06-01,Apixaban,NHS North Cumbria CCG,01H,327514,4743,236656.47
2021-06-01,Apixaban,NHS Knowsley CCG,01J,168955,2269,112854.98
2021-06-01,Apixaban,NHS Morecambe Bay CCG,01K,351270,2499,117414.82
2021-06-01,Apixaban,NHS South Sefton CCG,01T,156774,2032,100355.51
2021-06-01,Apixaban,NHS Southport and Formby CCG,01V,125857,2932,139008.14
2021-06-01,Apixaban,NHS Stockport CCG,01W,318392,3897,191548.41
2021-06-01,Apixaban,NHS St Helens CCG,01X,199670,3411,174635.07
2021-06-01,Apixaban,NHS Tameside and Glossop CCG,01Y,251931,2338,120822.63
2021-06-01,Apixaban,NHS Trafford CCG,02A,244204,3682,150907.16
2021-06-01,Apixaban,NHS Warrington CCG,02E,220801,2968,164997.89
2021-06-01,Apixaban,NHS West Lancashire CCG,02G,113919,1826,90246.91
2021-06-01,Apixaban,NHS Wigan Borough CCG,02H,335583,3546,204122.81
2021-06-01,Apixaban,NHS Fylde and Wyre CCG,02M,180774,2631,117024.88
2021-06-01,Apixaban,NHS Barnsley CCG,02P,264502,6143,223723.11
2021-06-01,Apixaban,NHS Bassetlaw CCG,02Q,120668,2474,113798.35
2021-06-01,Apixaban,NHS Calderdale CCG,02T,222343,3369,128314.2
2021-06-01,Apixaban,NHS Doncaster CCG,02X,326148,5445,267106.74
2021-06-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,307351,4956,237022.04
2021-06-01,Apixaban,NHS Hull CCG,03F,303846,5102,203808.57
2021-06-01,Apixaban,NHS North East Lincolnshire CCG,03H,170746,1966,83365.67
2021-06-01,Apixaban,NHS North Lincolnshire CCG,03K,182779,2014,89719.96
2021-06-01,Apixaban,NHS Rotherham CCG,03L,265270,4860,239912.3
2021-06-01,Apixaban,NHS Sheffield CCG,03N,613487,8367,337520.72
2021-06-01,Apixaban,NHS Vale of York CCG,03Q,366268,4504,220621.41
2021-06-01,Apixaban,NHS Wakefield CCG,03R,385872,5107,270534.64
2021-06-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,341029,3189,162143.62
2021-06-01,Apixaban,NHS Leicester City CCG,04C,422203,2077,102995.16
2021-06-01,Apixaban,NHS West Leicestershire CCG,04V,404527,3720,173953.26
2021-06-01,Apixaban,NHS Cannock Chase CCG,04Y,135648,1832,94153.44
2021-06-01,Apixaban,NHS East Staffordshire CCG,05D,146820,2489,122903.19
2021-06-01,Apixaban,NHS North Staffordshire CCG,05G,216967,4228,221144.58
2021-06-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,216553,3807,177245.37
2021-06-01,Apixaban,NHS Stafford and Surrounds CCG,05V,151016,2746,141322.07
2021-06-01,Apixaban,NHS Stoke on Trent CCG,05W,296509,4746,246628.53
2021-06-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,1007815,7613,345049
2021-06-01,Apixaban,NHS East and North Hertfordshire CCG,06K,613543,9062,379510.27
2021-06-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,416468,5508,270095.62
2021-06-01,Apixaban,NHS Herts Valleys CCG,06N,663038,6069,266467.88
2021-06-01,Apixaban,NHS Mid Essex CCG,06Q,401581,3867,177047.62
2021-06-01,Apixaban,NHS North East Essex CCG,06T,361981,6339,299993.66
2021-06-01,Apixaban,NHS Thurrock CCG,07G,183243,1662,84393.68
2021-06-01,Apixaban,NHS West Essex CCG,07H,322273,3538,156993.47
2021-06-01,Apixaban,NHS West Suffolk CCG,07K,259891,3115,143299.72
2021-06-01,Apixaban,NHS Brighton and Hove CCG,09D,324743,2210,85623.36
2021-06-01,Apixaban,NHS Oxfordshire CCG,10Q,781104,13770,627516.59
2021-06-01,Apixaban,NHS Portsmouth CCG,10R,230164,2411,132232.25
2021-06-01,Apixaban,NHS Dorset CCG,11J,812941,12120,670930.82
2021-06-01,Apixaban,NHS Gloucestershire CCG,11M,668359,5416,218847.99
2021-06-01,Apixaban,NHS Kernow CCG,11N,593453,6544,308612.15
2021-06-01,Apixaban,NHS Somerset CCG,11X,589677,7660,441176.12
2021-06-01,Apixaban,NHS Wirral CCG,12F,338526,4541,247183.91
2021-06-01,Apixaban,NHS Newcastle Gateshead CCG,13T,531981,6861,225044.72
2021-06-01,Apixaban,NHS Manchester CCG,14L,677374,5159,224052.88
2021-06-01,Apixaban,NHS Buckinghamshire CCG,14Y,574324,5962,321529.38
2021-06-01,Apixaban,NHS Berkshire West CCG,15A,558343,6096,325176.74
2021-06-01,Apixaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1044172,12305,601554.46
2021-06-01,Apixaban,NHS Birmingham and Solihull CCG,15E,1339929,13004,766416.42
2021-06-01,Apixaban,NHS Leeds CCG,15F,898122,7762,349141.26
2021-06-01,Apixaban,NHS Derby and Derbyshire CCG,15M,1069058,6755,386458.07
2021-06-01,Apixaban,NHS Devon CCG,15N,1258533,14488,718423.85
2021-06-01,Apixaban,NHS Tees Valley CCG,16C,711265,10850,491166.1
2021-06-01,Apixaban,NHS Herefordshire and Worcestershire CCG,18C,808546,11605,624659.74
2021-06-01,Apixaban,NHS Norfolk and Waveney CCG,26A,1075323,6493,312346.34
2021-06-01,Apixaban,NHS Cheshire CCG,27D,788163,10371,520542.63
2021-06-01,Apixaban,NHS Bradford District and Craven CCG,36J,646121,3698,156792.42
2021-06-01,Apixaban,NHS South West London CCG,36L,1711649,14718,547050.84
2021-06-01,Apixaban,NHS North Yorkshire CCG,42D,433603,5065,234835.62
2021-06-01,Apixaban,NHS Nottingham and Nottinghamshire CCG,52R,1104308,8268,421176.32
2021-06-01,Apixaban,NHS West Sussex CCG,70F,913617,11006,589765.12
2021-06-01,Apixaban,NHS Lincolnshire CCG,71E,803401,13224,534910.8
2021-06-01,Apixaban,NHS South East London CCG,72Q,2024342,9359,446242.93
2021-06-01,Apixaban,NHS Northamptonshire CCG,78H,792511,9145,427665.23
2021-06-01,Apixaban,NHS County Durham CCG,84H,558062,10925,365642.39
2021-06-01,Apixaban,NHS Kent and Medway CCG,91Q,1942240,21380,1099639.24
2021-06-01,Apixaban,NHS Surrey Heartlands CCG,92A,1114841,5682,328153.09
2021-06-01,Apixaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,970202,15560,715998.81
2021-06-01,Apixaban,NHS North Central London CCG,93C,1704940,11250,485136.17
2021-06-01,Apixaban,NHS East Sussex CCG,97R,563805,7988,416834.12
2021-06-01,Apixaban,NHS Liverpool CCG,99A,556604,5281,252240.6
2021-06-01,Apixaban,NHS North Tyneside CCG,99C,223413,3690,136509.74
2021-06-01,Apixaban,NHS Basildon and Brentwood CCG,99E,284553,2552,153890.19
2021-06-01,Apixaban,NHS Castle Point and Rochford CCG,99F,185654,1864,111014.87
2021-06-01,Apixaban,NHS Southend CCG,99G,190120,1577,92641.23
2021-06-01,Apixaban,NHS North East London CCG,A3A8R,2296859,13138,507659.02
2021-06-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,1030693,9342,451657.2
2021-06-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1493091,11942,594603.49
2021-06-01,Apixaban,NHS Frimley CCG,D4U1Y,804622,7042,377920.1
2021-06-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1674819,16125,927320.75
2021-06-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1056616,7509,398322.24
2021-06-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,513876,6605,362242.31
2021-06-01,Apixaban,NHS North West London CCG,W2U3Z,2679014,22928,859176.53
2021-06-01,Apixaban,NHS Kirklees CCG,X2C4Y,447831,5731,218470.11
2021-07-01,Apixaban,NHS Northumberland CCG,00L,332090,6566,264279.75
2021-07-01,Apixaban,NHS South Tyneside CCG,00N,158731,3105,109464.12
2021-07-01,Apixaban,NHS Sunderland CCG,00P,284690,7039,218014.98
2021-07-01,Apixaban,NHS Blackburn with Darwen CCG,00Q,180112,1009,52643.96
2021-07-01,Apixaban,NHS Blackpool CCG,00R,175073,2159,95650.86
2021-07-01,Apixaban,NHS Bolton CCG,00T,317939,4115,206657.01
2021-07-01,Apixaban,NHS Bury CCG,00V,208017,2839,152259.71
2021-07-01,Apixaban,NHS Chorley and South Ribble CCG,00X,187394,2273,123392.14
2021-07-01,Apixaban,NHS Oldham CCG,00Y,260989,2978,147162.05
2021-07-01,Apixaban,NHS East Lancashire CCG,01A,392621,3023,147258.09
2021-07-01,Apixaban,"NHS Heywood, Middleton and Rochdale CCG",01D,240685,2810,152049.11
2021-07-01,Apixaban,NHS Greater Preston CCG,01E,217924,2533,110140.8
2021-07-01,Apixaban,NHS Halton CCG,01F,134602,2006,106956.41
2021-07-01,Apixaban,NHS Salford CCG,01G,292514,3275,123693.6
2021-07-01,Apixaban,NHS North Cumbria CCG,01H,327776,4836,239437.63
2021-07-01,Apixaban,NHS Knowsley CCG,01J,169221,2243,112000.61
2021-07-01,Apixaban,NHS Morecambe Bay CCG,01K,351379,2645,120474.57
2021-07-01,Apixaban,NHS South Sefton CCG,01T,156909,2018,100038.79
2021-07-01,Apixaban,NHS Southport and Formby CCG,01V,125954,2977,141241.11
2021-07-01,Apixaban,NHS Stockport CCG,01W,318636,3917,191058.57
2021-07-01,Apixaban,NHS St Helens CCG,01X,199877,3628,180487.82
2021-07-01,Apixaban,NHS Tameside and Glossop CCG,01Y,252175,2418,124921.49
2021-07-01,Apixaban,NHS Trafford CCG,02A,244623,3752,150450.54
2021-07-01,Apixaban,NHS Warrington CCG,02E,221408,2978,165859.97
2021-07-01,Apixaban,NHS West Lancashire CCG,02G,113903,1927,93578.66
2021-07-01,Apixaban,NHS Wigan Borough CCG,02H,335862,3556,201996.19
2021-07-01,Apixaban,NHS Fylde and Wyre CCG,02M,180990,2637,115670.45
2021-07-01,Apixaban,NHS Barnsley CCG,02P,264767,6284,227907.36
2021-07-01,Apixaban,NHS Bassetlaw CCG,02Q,120894,2497,114931.5
2021-07-01,Apixaban,NHS Calderdale CCG,02T,222457,3211,128025.05
2021-07-01,Apixaban,NHS Doncaster CCG,02X,326629,5500,272712.89
2021-07-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,307347,4931,235325.14
2021-07-01,Apixaban,NHS Hull CCG,03F,304142,4975,200660.79
2021-07-01,Apixaban,NHS North East Lincolnshire CCG,03H,170989,1883,80218.5
2021-07-01,Apixaban,NHS North Lincolnshire CCG,03K,182977,1955,88435.59
2021-07-01,Apixaban,NHS Rotherham CCG,03L,265688,4989,246414.29
2021-07-01,Apixaban,NHS Sheffield CCG,03N,613243,8293,329185.61
2021-07-01,Apixaban,NHS Vale of York CCG,03Q,366289,4398,215499.54
2021-07-01,Apixaban,NHS Wakefield CCG,03R,386438,5113,266590.92
2021-07-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,341479,3215,161590.83
2021-07-01,Apixaban,NHS Leicester City CCG,04C,422437,2067,103140.77
2021-07-01,Apixaban,NHS West Leicestershire CCG,04V,404718,3757,173963.84
2021-07-01,Apixaban,NHS Cannock Chase CCG,04Y,135720,1918,97773.39
2021-07-01,Apixaban,NHS East Staffordshire CCG,05D,147163,2487,124941.36
2021-07-01,Apixaban,NHS North Staffordshire CCG,05G,216845,4293,222785.37
2021-07-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,216769,3615,172657.64
2021-07-01,Apixaban,NHS Stafford and Surrounds CCG,05V,151133,2752,145467.9
2021-07-01,Apixaban,NHS Stoke on Trent CCG,05W,296549,4805,250591.85
2021-07-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,1010858,7517,341180.89
2021-07-01,Apixaban,NHS East and North Hertfordshire CCG,06K,614716,9226,390014.67
2021-07-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,416971,5595,274670.77
2021-07-01,Apixaban,NHS Herts Valleys CCG,06N,664601,6253,283423.97
2021-07-01,Apixaban,NHS Mid Essex CCG,06Q,402244,3669,171870.94
2021-07-01,Apixaban,NHS North East Essex CCG,06T,362147,6493,306412.09
2021-07-01,Apixaban,NHS Thurrock CCG,07G,183489,1733,87037.5
2021-07-01,Apixaban,NHS West Essex CCG,07H,322861,3615,159244.11
2021-07-01,Apixaban,NHS West Suffolk CCG,07K,260447,3217,149253.95
2021-07-01,Apixaban,NHS Brighton and Hove CCG,09D,325299,2167,81835.03
2021-07-01,Apixaban,NHS Oxfordshire CCG,10Q,782639,13967,652862.11
2021-07-01,Apixaban,NHS Portsmouth CCG,10R,230087,2401,130886.92
2021-07-01,Apixaban,NHS Dorset CCG,11J,813786,12204,677047.27
2021-07-01,Apixaban,NHS Gloucestershire CCG,11M,669452,5683,222496.34
2021-07-01,Apixaban,NHS Kernow CCG,11N,594588,6500,307286.45
2021-07-01,Apixaban,NHS Somerset CCG,11X,590647,7689,439211.88
2021-07-01,Apixaban,NHS Wirral CCG,12F,338818,4640,251526.43
2021-07-01,Apixaban,NHS Newcastle Gateshead CCG,13T,531657,7169,229295.94
2021-07-01,Apixaban,NHS Manchester CCG,14L,679284,5043,217859.54
2021-07-01,Apixaban,NHS Buckinghamshire CCG,14Y,575137,6026,328194.73
2021-07-01,Apixaban,NHS Berkshire West CCG,15A,559635,6384,332852.83
2021-07-01,Apixaban,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,1046084,12294,614758.91
2021-07-01,Apixaban,NHS Birmingham and Solihull CCG,15E,1340838,12720,749779.79
2021-07-01,Apixaban,NHS Leeds CCG,15F,898706,7572,341817.23
2021-07-01,Apixaban,NHS Derby and Derbyshire CCG,15M,1070141,6876,398222.21
2021-07-01,Apixaban,NHS Devon CCG,15N,1259562,14796,742564.1
2021-07-01,Apixaban,NHS Tees Valley CCG,16C,711847,10969,491951.86
2021-07-01,Apixaban,NHS Herefordshire and Worcestershire CCG,18C,809689,11518,609391.24
2021-07-01,Apixaban,NHS Norfolk and Waveney CCG,26A,1076361,6694,325201.59
2021-07-01,Apixaban,NHS Cheshire CCG,27D,789739,10698,533043.79
2021-07-01,Apixaban,NHS Bradford District and Craven CCG,36J,646967,3599,156237.92
2021-07-01,Apixaban,NHS South West London CCG,36L,1715706,14903,562074.49
2021-07-01,Apixaban,NHS North Yorkshire CCG,42D,434266,5030,236474.96
2021-07-01,Apixaban,NHS Nottingham and Nottinghamshire CCG,52R,1104036,8248,415775.29
2021-07-01,Apixaban,NHS West Sussex CCG,70F,915180,11061,587129.52
2021-07-01,Apixaban,NHS Lincolnshire CCG,71E,804074,13106,530714.24
2021-07-01,Apixaban,NHS South East London CCG,72Q,2030719,9224,437163.87
2021-07-01,Apixaban,NHS Northamptonshire CCG,78H,793719,9198,430312.52
2021-07-01,Apixaban,NHS County Durham CCG,84H,558102,10798,367315.79
2021-07-01,Apixaban,NHS Kent and Medway CCG,91Q,1946066,21781,1118174.2
2021-07-01,Apixaban,NHS Surrey Heartlands CCG,92A,1115953,5745,325766.3
2021-07-01,Apixaban,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",92G,971856,16060,741763.61
2021-07-01,Apixaban,NHS North Central London CCG,93C,1712966,11412,491319.32
2021-07-01,Apixaban,NHS East Sussex CCG,97R,564664,8126,427854.25
2021-07-01,Apixaban,NHS Liverpool CCG,99A,556817,5425,255554.37
2021-07-01,Apixaban,NHS North Tyneside CCG,99C,223462,3844,142227.69
2021-07-01,Apixaban,NHS Basildon and Brentwood CCG,99E,284681,2468,148191.72
2021-07-01,Apixaban,NHS Castle Point and Rochford CCG,99F,185830,1791,109136.1
2021-07-01,Apixaban,NHS Southend CCG,99G,190193,1547,90070.65
2021-07-01,Apixaban,NHS North East London CCG,A3A8R,2306925,13346,507698.85
2021-07-01,Apixaban,NHS Coventry and Warwickshire CCG,B2M3M,1032916,9484,461332.96
2021-07-01,Apixaban,NHS Black Country and West Birmingham CCG,D2P2L,1495147,11854,585908.99
2021-07-01,Apixaban,NHS Frimley CCG,D4U1Y,805721,7108,381695.73
2021-07-01,Apixaban,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,1677065,16428,952844.49
2021-07-01,Apixaban,"NHS Bedfordshire, Luton and Milton Keynes CCG",M1J4Y,1059776,7707,405410.62
2021-07-01,Apixaban,"NHS Shropshire, Telford and Wrekin CCG",M2L0M,514523,6697,368696.61
2021-07-01,Apixaban,NHS North West London CCG,W2U3Z,2694388,23246,877386.51
2021-07-01,Apixaban,NHS Kirklees CCG,X2C4Y,448240,5487,216275.1
2021-08-01,Apixaban,NHS Northumberland CCG,00L,332393,6545,259266.14
2021-08-01,Apixaban,NHS South Tyneside CCG,00N,158714,2998,100262.05
2021-08-01,Apixaban,NHS Sunderland CCG,00P,284680,6841,212543.59
2021-08-01,Apixaban,NHS Blackburn with Darwen CCG,00Q,180387,974,50859.42
2021-08-01,Apixaban,NHS Blackpool CCG,00R,175084,2046,91288.71
2021-08-01,Apixaban,NHS Bolton CCG,00T,318181,4174,209330.44
2021-08-01,Apixaban,NHS Bury CCG,00V,208155,2790,150050.79
2021-08-01,Apixaban,NHS Chorley and South Ribble CCG,00X,187507,2156,116402.68
2021-08-01,Apixaban,NHS Oldham CCG,00Y,261244,2773,137078.43
2021-08-01,Apixaban,NHS East Lancashire CCG,01A,393262,2809,138528.79
2021-08-01,Apixaban,"NHS Heywood, Middleton and Rochdale CCG",01D,240918,2795,151681
2021-08-01,Apixaban,NHS Greater Preston CCG,01E,218104,2459,108007.01
2021-08-01,Apixaban,NHS Halton CCG,01F,134654,2054,111416.19
2021-08-01,Apixaban,NHS Salford CCG,01G,293484,3114,119722.92
2021-08-01,Apixaban,NHS North Cumbria CCG,01H,328032,4592,230794.7
2021-08-01,Apixaban,NHS Knowsley CCG,01J,169233,2153,108162.61
2021-08-01,Apixaban,NHS Morecambe Bay CCG,01K,351107,2564,118747.41
2021-08-01,Apixaban,NHS South Sefton CCG,01T,156948,1861,91951.07
2021-08-01,Apixaban,NHS Southport and Formby CCG,01V,126215,2861,135932.32
2021-08-01,Apixaban,NHS Stockport CCG,01W,318944,3706,181021.39
2021-08-01,Apixaban,NHS St Helens CCG,01X,200047,3340,167653.96
2021-08-01,Apixaban,NHS Tameside and Glossop CCG,01Y,252412,2295,118589.18
2021-08-01,Apixaban,NHS Trafford CCG,02A,244922,3706,151660.49
2021-08-01,Apixaban,NHS Warrington CCG,02E,221828,2904,162569.27
2021-08-01,Apixaban,NHS West Lancashire CCG,02G,113831,1745,86706.29
2021-08-01,Apixaban,NHS Wigan Borough CCG,02H,336205,3449,197911.16
2021-08-01,Apixaban,NHS Fylde and Wyre CCG,02M,181334,2611,114621
2021-08-01,Apixaban,NHS Barnsley CCG,02P,264893,6161,221750.5
2021-08-01,Apixaban,NHS Bassetlaw CCG,02Q,121080,2427,112725.34
2021-08-01,Apixaban,NHS Calderdale CCG,02T,222469,3279,122258.1
2021-08-01,Apixaban,NHS Doncaster CCG,02X,326878,5201,256967.62
2021-08-01,Apixaban,NHS East Riding of Yorkshire CCG,02Y,307521,4779,228767.57
2021-08-01,Apixaban,NHS Hull CCG,03F,304299,4882,193990.86
2021-08-01,Apixaban,NHS North East Lincolnshire CCG,03H,171064,1827,77908.79
2021-08-01,Apixaban,NHS North Lincolnshire CCG,03K,183165,1955,87702.6
2021-08-01,Apixaban,NHS Rotherham CCG,03L,265898,4755,235283.16
2021-08-01,Apixaban,NHS Sheffield CCG,03N,612762,8015,320437.07
2021-08-01,Apixaban,NHS Vale of York CCG,03Q,366008,4406,214858.97
2021-08-01,Apixaban,NHS Wakefield CCG,03R,386718,5031,264500.14
2021-08-01,Apixaban,NHS East Leicestershire and Rutland CCG,03W,341853,2983,148957.26
2021-08-01,Apixaban,NHS Leicester City CCG,04C,422140,2053,101987.85
2021-08-01,Apixaban,NHS West Leicestershire CCG,04V,404415,3797,173579.45
2021-08-01,Apixaban,NHS Cannock Chase CCG,04Y,135830,1768,92667.83
2021-08-01,Apixaban,NHS East Staffordshire CCG,05D,147399,2353,118020.88
2021-08-01,Apixaban,NHS North Staffordshire CCG,05G,216795,4090,214025.74
2021-08-01,Apixaban,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,217058,3574,167301.74
2021-08-01,Apixaban,NHS Stafford and Surrounds CCG,05V,151265,2600,135603.12
2021-08-01,Apixaban,NHS Stoke on Trent CCG,05W,296555,4510,235129.92
2021-08-01,Apixaban,NHS Cambridgeshire and Peterborough CCG,06H,1012463,7360,332991.83
2021-08-01,Apixaban,NHS East and North Hertfordshire CCG,06K,615246,8827,371363.48
2021-08-01,Apixaban,NHS Ipswich and East Suffolk CCG,06L,417648,5356,266550.36
2021-08-01,Apixaban,NHS Herts Valleys CCG,06N,665691,5974,265491.48
2021-08-01,Apixaban,NHS Mid Essex CCG,06Q,402894,3695,171371.55
2021-08-01,Apixaban,NHS North East Essex CCG,06T,362511,6291,299595.27
2021-08-01,Apixaban,NHS Thurrock CCG,07G,183610,1636,81528.22
2021-08-01,Apixaban,NHS West Essex CCG,07H,323420,3444,151667.91
2021-08-01,Apixaban,NHS West Suffolk CCG,07K,260857,3099,144748.22
2021-08-01,Apixaban,NHS Brighton and Hove CCG,09D,325220,2147,83795.73
2021-08-01,Apixaban,NHS Oxfordshire CCG,10Q,782851,13467,626307.49
2021-08-01,Apixaban,NHS Portsmouth CCG,10R,229918,2364,128569.11
2021-08-01,Apixaban,NHS Dorset CCG,11J,814403,11634,649222.2
2021-08-01,Apixaban,NHS Gloucestershire CCG,11M,669875,5546,221764.68
2021-08-01,Apixaban,NHS Kernow CCG,11N,595037,6412,303643.12
2021-08-01,Apixaban,NHS Somerset CCG,11X,591343,7392,426628.15
2021-08-01,Apixaban,NHS Wirral CCG,12F,339203,4462,243430.69
2021-08-01,Apixaban,NHS Newcastle Gateshead CCG,13T,531372,6875,219315.08
2021-08-01,Apixaban,NHS Manchester CCG,14L,679547,4902,210932.49
2021-08-01,Apixaban,NHS Buckinghamshire CCG,14Y,575974,5728,310507.68
2021-08-01,Apixaban,NHS Berkshire West CCG,15A,560543,6174,324587.11
